station,valid,speed
FYV,5/16/2016 12:53:00 AM,3.45
FYV,5/16/2016 1:53:00 AM,4.6
FYV,5/16/2016 2:53:00 AM,3.45
FYV,5/16/2016 3:53:00 AM,5.75
FYV,5/16/2016 4:53:00 AM,3.45
FYV,5/16/2016 5:53:00 AM,5.75
FYV,5/16/2016 6:53:00 AM,4.6
FYV,5/16/2016 7:53:00 AM,4.6
FYV,5/16/2016 8:53:00 AM,0
FYV,5/16/2016 9:53:00 AM,5.75
FYV,5/16/2016 10:53:00 AM,4.6
FYV,5/16/2016 11:53:00 AM,8.05
FYV,5/16/2016 12:53:00 PM,6.9
FYV,5/16/2016 1:53:00 PM,4.6
FYV,5/16/2016 2:53:00 PM,6.9
FYV,5/16/2016 3:53:00 PM,5.75
FYV,5/16/2016 4:53:00 PM,5.75
FYV,5/16/2016 5:53:00 PM,8.05
FYV,5/16/2016 6:53:00 PM,6.9
FYV,5/16/2016 7:53:00 PM,5.75
FYV,5/16/2016 8:53:00 PM,4.6
FYV,5/16/2016 9:53:00 PM,8.05
FYV,5/16/2016 10:53:00 PM,14.95
FYV,5/16/2016 11:53:00 PM,5.75
FYV,5/17/2016 12:53:00 AM,6.9
FYV,5/17/2016 1:53:00 AM,9.2
FYV,5/17/2016 2:53:00 AM,9.2
FYV,5/17/2016 3:53:00 AM,10.35
FYV,5/17/2016 4:53:00 AM,10.35
FYV,5/17/2016 5:53:00 AM,6.9
FYV,5/17/2016 6:53:00 AM,5.75
FYV,5/17/2016 7:53:00 AM,0
FYV,5/17/2016 8:53:00 AM,0
FYV,5/17/2016 9:53:00 AM,3.45
FYV,5/17/2016 10:53:00 AM,4.6
FYV,5/17/2016 11:53:00 AM,3.45
FYV,5/17/2016 12:53:00 PM,3.45
FYV,5/17/2016 1:53:00 PM,6.9
FYV,5/17/2016 2:53:00 PM,5.75
FYV,5/17/2016 3:53:00 PM,5.75
FYV,5/17/2016 4:53:00 PM,5.75
FYV,5/17/2016 5:53:00 PM,14.95
FYV,5/17/2016 6:53:00 PM,8.05
FYV,5/17/2016 7:53:00 PM,6.9
FYV,5/17/2016 8:53:00 PM,8.05
FYV,5/17/2016 9:53:00 PM,6.9
FYV,5/17/2016 10:53:00 PM,5.75
FYV,5/17/2016 11:53:00 PM,4.6
FYV,5/18/2016 12:53:00 AM,5.75
FYV,5/18/2016 1:53:00 AM,8.05
FYV,5/18/2016 2:53:00 AM,6.9
FYV,5/18/2016 3:53:00 AM,6.9
FYV,5/18/2016 4:53:00 AM,5.75
FYV,5/18/2016 5:53:00 AM,6.9
FYV,5/18/2016 6:53:00 AM,6.9
FYV,5/18/2016 7:53:00 AM,6.9
FYV,5/18/2016 8:53:00 AM,9.2
FYV,5/18/2016 9:53:00 AM,6.9
FYV,5/18/2016 10:53:00 AM,5.75
FYV,5/18/2016 11:53:00 AM,9.2
FYV,5/18/2016 12:53:00 PM,9.2
FYV,5/18/2016 1:53:00 PM,9.2
FYV,5/18/2016 2:53:00 PM,13.8
FYV,5/18/2016 3:53:00 PM,12.65
FYV,5/18/2016 4:53:00 PM,13.8
FYV,5/18/2016 5:53:00 PM,12.65
FYV,5/18/2016 6:53:00 PM,9.2
FYV,5/18/2016 7:53:00 PM,10.35
FYV,5/18/2016 8:53:00 PM,11.5
FYV,5/18/2016 9:53:00 PM,10.35
FYV,5/18/2016 10:53:00 PM,4.6
FYV,5/18/2016 11:53:00 PM,0
FYV,5/19/2016 12:53:00 AM,0
FYV,5/19/2016 1:53:00 AM,0
FYV,5/19/2016 2:53:00 AM,0
FYV,5/19/2016 3:53:00 AM,0
FYV,5/19/2016 4:53:00 AM,0
FYV,5/19/2016 5:53:00 AM,0
FYV,5/19/2016 6:53:00 AM,0
FYV,5/19/2016 7:53:00 AM,0
FYV,5/19/2016 8:53:00 AM,0
FYV,5/19/2016 9:53:00 AM,0
FYV,5/19/2016 10:53:00 AM,0
FYV,5/19/2016 11:53:00 AM,0
FYV,5/19/2016 12:53:00 PM,0
FYV,5/19/2016 1:53:00 PM,3.45
FYV,5/19/2016 2:53:00 PM,8.05
FYV,5/19/2016 3:53:00 PM,9.2
FYV,5/19/2016 4:53:00 PM,6.9
FYV,5/19/2016 5:53:00 PM,5.75
FYV,5/19/2016 6:53:00 PM,5.75
FYV,5/19/2016 7:53:00 PM,5.75
FYV,5/19/2016 8:53:00 PM,5.75
FYV,5/19/2016 9:53:00 PM,4.6
FYV,5/19/2016 10:53:00 PM,5.75
FYV,5/19/2016 11:53:00 PM,0
FYV,5/20/2016 12:53:00 AM,0
FYV,5/20/2016 1:53:00 AM,3.45
FYV,5/20/2016 2:53:00 AM,0
FYV,5/20/2016 3:53:00 AM,0
FYV,5/20/2016 4:53:00 AM,0
FYV,5/20/2016 5:53:00 AM,0
FYV,5/20/2016 6:53:00 AM,5.75
FYV,5/20/2016 7:53:00 AM,0
FYV,5/20/2016 8:53:00 AM,3.45
FYV,5/20/2016 9:53:00 AM,4.6
FYV,5/20/2016 10:53:00 AM,0
FYV,5/20/2016 11:53:00 AM,0
FYV,5/20/2016 12:53:00 PM,3.45
FYV,5/20/2016 1:53:00 PM,0
FYV,5/20/2016 2:53:00 PM,0
FYV,5/20/2016 3:53:00 PM,0
FYV,5/20/2016 4:53:00 PM,0
FYV,5/20/2016 5:53:00 PM,3.45
FYV,5/20/2016 6:53:00 PM,0
FYV,5/20/2016 7:53:00 PM,4.6
FYV,5/20/2016 8:53:00 PM,0
FYV,5/20/2016 9:53:00 PM,0
FYV,5/20/2016 10:53:00 PM,0
FYV,5/20/2016 11:53:00 PM,0
FYV,5/21/2016 12:53:00 AM,0
FYV,5/21/2016 1:53:00 AM,0
FYV,5/21/2016 2:53:00 AM,0
FYV,5/21/2016 3:53:00 AM,0
FYV,5/21/2016 4:53:00 AM,0
FYV,5/21/2016 5:53:00 AM,0
FYV,5/21/2016 6:53:00 AM,0
FYV,5/21/2016 7:53:00 AM,0
FYV,5/21/2016 8:53:00 AM,0
FYV,5/21/2016 9:53:00 AM,0
FYV,5/21/2016 10:53:00 AM,0
FYV,5/21/2016 11:53:00 AM,0
FYV,5/21/2016 12:53:00 PM,0
FYV,5/21/2016 1:53:00 PM,0
FYV,5/21/2016 2:53:00 PM,4.6
FYV,5/21/2016 3:53:00 PM,3.45
FYV,5/21/2016 4:53:00 PM,4.6
FYV,5/21/2016 5:53:00 PM,0
FYV,5/21/2016 6:53:00 PM,0
FYV,5/21/2016 7:53:00 PM,8.05
FYV,5/21/2016 8:53:00 PM,0
FYV,5/21/2016 9:53:00 PM,6.9
FYV,5/21/2016 10:53:00 PM,5.75
FYV,5/21/2016 11:53:00 PM,3.45
FYV,5/22/2016 12:53:00 AM,0
FYV,5/22/2016 1:53:00 AM,0
FYV,5/22/2016 2:53:00 AM,3.45
FYV,5/22/2016 3:53:00 AM,0
FYV,5/22/2016 4:53:00 AM,0
FYV,5/22/2016 5:53:00 AM,0
FYV,5/22/2016 6:53:00 AM,0
FYV,5/22/2016 7:53:00 AM,3.45
FYV,5/22/2016 8:53:00 AM,0
FYV,5/22/2016 9:53:00 AM,0
FYV,5/22/2016 10:53:00 AM,0
FYV,5/22/2016 11:53:00 AM,0
FYV,5/22/2016 12:53:00 PM,0
FYV,5/22/2016 1:53:00 PM,5.75
FYV,5/22/2016 2:53:00 PM,4.6
FYV,5/22/2016 3:53:00 PM,8.05
FYV,5/22/2016 4:53:00 PM,6.9
FYV,5/22/2016 5:53:00 PM,M
FYV,5/22/2016 6:53:00 PM,10.35
FYV,5/22/2016 7:53:00 PM,3.45
FYV,5/22/2016 8:53:00 PM,5.75
FYV,5/22/2016 9:53:00 PM,10.35
FYV,5/22/2016 10:53:00 PM,11.5
FYV,5/22/2016 11:53:00 PM,13.8
FYV,5/23/2016 12:53:00 AM,5.75
FYV,5/23/2016 1:53:00 AM,4.6
FYV,5/23/2016 2:53:00 AM,0
FYV,5/23/2016 3:53:00 AM,0
FYV,5/23/2016 4:53:00 AM,0
FYV,5/23/2016 5:53:00 AM,0
FYV,5/23/2016 6:53:00 AM,0
FYV,5/23/2016 7:53:00 AM,0
FYV,5/23/2016 8:53:00 AM,0
FYV,5/23/2016 9:53:00 AM,0
FYV,5/23/2016 10:53:00 AM,3.45
FYV,5/23/2016 11:53:00 AM,3.45
FYV,5/23/2016 12:53:00 PM,3.45
FYV,5/23/2016 1:53:00 PM,12.65
FYV,5/23/2016 2:53:00 PM,13.8
FYV,5/23/2016 3:53:00 PM,11.5
FYV,5/23/2016 4:53:00 PM,17.25
FYV,5/23/2016 5:53:00 PM,11.5
FYV,5/23/2016 6:53:00 PM,4.6
FYV,5/23/2016 7:53:00 PM,8.05
FYV,5/23/2016 8:53:00 PM,10.35
FYV,5/23/2016 9:53:00 PM,8.05
FYV,5/23/2016 10:53:00 PM,6.9
FYV,5/23/2016 11:53:00 PM,4.6
FYV,5/24/2016 12:53:00 AM,5.75
FYV,5/24/2016 1:53:00 AM,3.45
FYV,5/24/2016 2:53:00 AM,4.6
FYV,5/24/2016 3:53:00 AM,0
FYV,5/24/2016 4:53:00 AM,0
FYV,5/24/2016 5:53:00 AM,0
FYV,5/24/2016 6:53:00 AM,0
FYV,5/24/2016 7:53:00 AM,0
FYV,5/24/2016 8:53:00 AM,0
FYV,5/24/2016 9:53:00 AM,0
FYV,5/24/2016 10:53:00 AM,0
FYV,5/24/2016 11:53:00 AM,0
FYV,5/24/2016 12:53:00 PM,11.5
FYV,5/24/2016 1:53:00 PM,11.5
FYV,5/24/2016 2:53:00 PM,18.4
FYV,5/24/2016 3:53:00 PM,12.65
FYV,5/24/2016 4:53:00 PM,11.5
FYV,5/24/2016 5:53:00 PM,13.8
FYV,5/24/2016 6:53:00 PM,4.6
FYV,5/24/2016 7:53:00 PM,0
FYV,5/24/2016 8:53:00 PM,0
FYV,5/24/2016 9:53:00 PM,6.9
FYV,5/24/2016 10:53:00 PM,8.05
FYV,5/24/2016 11:53:00 PM,10.35
FYV,5/25/2016 12:53:00 AM,3.45
FYV,5/25/2016 1:53:00 AM,4.6
FYV,5/25/2016 2:53:00 AM,13.8
FYV,5/25/2016 3:53:00 AM,17.25
FYV,5/25/2016 4:53:00 AM,17.25
FYV,5/25/2016 5:53:00 AM,17.25
FYV,5/25/2016 6:53:00 AM,14.95
FYV,5/25/2016 7:53:00 AM,9.2
FYV,5/25/2016 8:53:00 AM,28.75
FYV,5/25/2016 9:53:00 AM,4.6
FYV,5/25/2016 10:53:00 AM,0
FYV,5/25/2016 11:53:00 AM,5.75
FYV,5/25/2016 12:53:00 PM,8.05
FYV,5/25/2016 1:53:00 PM,3.45
FYV,5/25/2016 2:53:00 PM,8.05
FYV,5/25/2016 3:53:00 PM,6.9
FYV,5/25/2016 4:53:00 PM,5.75
FYV,5/25/2016 5:53:00 PM,6.9
FYV,5/25/2016 6:53:00 PM,18.4
FYV,5/25/2016 7:53:00 PM,17.25
FYV,5/25/2016 8:53:00 PM,19.55
FYV,5/25/2016 9:53:00 PM,13.8
FYV,5/25/2016 10:53:00 PM,11.5
FYV,5/25/2016 11:53:00 PM,14.95
FYV,5/26/2016 12:53:00 AM,6.9
FYV,5/26/2016 1:53:00 AM,6.9
FYV,5/26/2016 2:53:00 AM,3.45
FYV,5/26/2016 3:53:00 AM,3.45
FYV,5/26/2016 4:53:00 AM,0
FYV,5/26/2016 5:53:00 AM,10.35
FYV,5/26/2016 6:53:00 AM,13.8
FYV,5/26/2016 7:53:00 AM,12.65
FYV,5/26/2016 8:53:00 AM,11.5
FYV,5/26/2016 9:53:00 AM,10.35
FYV,5/26/2016 10:53:00 AM,11.5
FYV,5/26/2016 11:53:00 AM,10.35
FYV,5/26/2016 12:53:00 PM,13.8
FYV,5/26/2016 1:53:00 PM,11.5
FYV,5/26/2016 2:53:00 PM,11.5
FYV,5/26/2016 3:53:00 PM,12.65
FYV,5/26/2016 4:53:00 PM,9.2
FYV,5/26/2016 5:53:00 PM,8.05
FYV,5/26/2016 6:53:00 PM,10.35
FYV,5/26/2016 7:53:00 PM,11.5
FYV,5/26/2016 8:53:00 PM,8.05
FYV,5/26/2016 9:53:00 PM,9.2
FYV,5/26/2016 10:53:00 PM,9.2
FYV,5/26/2016 11:53:00 PM,3.45
FYV,5/27/2016 12:53:00 AM,4.6
FYV,5/27/2016 1:53:00 AM,0
FYV,5/27/2016 2:53:00 AM,0
FYV,5/27/2016 3:53:00 AM,0
FYV,5/27/2016 4:53:00 AM,0
FYV,5/27/2016 5:53:00 AM,9.2
FYV,5/27/2016 6:53:00 AM,4.6
FYV,5/27/2016 7:53:00 AM,6.9
FYV,5/27/2016 8:53:00 AM,6.9
FYV,5/27/2016 9:53:00 AM,8.05
FYV,5/27/2016 10:53:00 AM,10.35
FYV,5/27/2016 11:53:00 AM,11.5
FYV,5/27/2016 12:53:00 PM,8.05
FYV,5/27/2016 1:53:00 PM,9.2
FYV,5/27/2016 2:53:00 PM,6.9
FYV,5/27/2016 3:53:00 PM,12.65
FYV,5/27/2016 4:53:00 PM,12.65
FYV,5/27/2016 5:53:00 PM,6.9
FYV,5/27/2016 6:53:00 PM,9.2
FYV,5/27/2016 7:53:00 PM,14.95
FYV,5/27/2016 8:53:00 PM,11.5
FYV,5/27/2016 9:53:00 PM,12.65
FYV,5/27/2016 10:53:00 PM,6.9
FYV,5/27/2016 11:53:00 PM,12.65
FYV,5/28/2016 12:53:00 AM,9.2
FYV,5/28/2016 1:53:00 AM,5.75
FYV,5/28/2016 2:53:00 AM,8.05
FYV,5/28/2016 3:53:00 AM,9.2
FYV,5/28/2016 4:53:00 AM,4.6
FYV,5/28/2016 5:53:00 AM,5.75
FYV,5/28/2016 6:53:00 AM,0
FYV,5/28/2016 7:53:00 AM,0
FYV,5/28/2016 8:53:00 AM,0
FYV,5/28/2016 9:53:00 AM,0
FYV,5/28/2016 10:53:00 AM,4.6
FYV,5/28/2016 11:53:00 AM,8.05
FYV,5/28/2016 12:53:00 PM,9.2
FYV,5/28/2016 1:53:00 PM,9.2
FYV,5/28/2016 2:53:00 PM,11.5
FYV,5/28/2016 3:53:00 PM,9.2
FYV,5/28/2016 4:53:00 PM,11.5
FYV,5/28/2016 5:53:00 PM,12.65
FYV,5/28/2016 6:53:00 PM,12.65
FYV,5/28/2016 7:53:00 PM,10.35
FYV,5/28/2016 8:53:00 PM,5.75
FYV,5/28/2016 9:53:00 PM,8.05
FYV,5/28/2016 10:53:00 PM,5.75
FYV,5/28/2016 11:53:00 PM,6.9
FYV,5/29/2016 12:53:00 AM,5.75
FYV,5/29/2016 1:53:00 AM,3.45
FYV,5/29/2016 2:53:00 AM,0
FYV,5/29/2016 3:53:00 AM,3.45
FYV,5/29/2016 4:53:00 AM,3.45
FYV,5/29/2016 5:53:00 AM,5.75
FYV,5/29/2016 6:53:00 AM,0
FYV,5/29/2016 7:53:00 AM,0
FYV,5/29/2016 8:53:00 AM,0
FYV,5/29/2016 9:53:00 AM,0
FYV,5/29/2016 10:53:00 AM,0
FYV,5/29/2016 11:53:00 AM,3.45
FYV,5/29/2016 12:53:00 PM,0
FYV,5/29/2016 1:53:00 PM,0
FYV,5/29/2016 2:53:00 PM,0
FYV,5/29/2016 3:53:00 PM,3.45
FYV,5/29/2016 4:53:00 PM,3.45
FYV,5/29/2016 5:53:00 PM,0
FYV,5/29/2016 6:53:00 PM,0
FYV,5/29/2016 7:53:00 PM,0
FYV,5/29/2016 8:53:00 PM,0
FYV,5/29/2016 9:53:00 PM,4.6
FYV,5/29/2016 10:53:00 PM,5.75
FYV,5/29/2016 11:53:00 PM,0
FYV,5/30/2016 12:53:00 AM,0
FYV,5/30/2016 1:53:00 AM,8.05
FYV,5/30/2016 2:53:00 AM,0
FYV,5/30/2016 3:53:00 AM,0
FYV,5/30/2016 4:53:00 AM,0
FYV,5/30/2016 5:53:00 AM,0
FYV,5/30/2016 6:53:00 AM,0
FYV,5/30/2016 7:53:00 AM,0
FYV,5/30/2016 8:53:00 AM,4.6
FYV,5/30/2016 9:53:00 AM,0
FYV,5/30/2016 10:53:00 AM,0
FYV,5/30/2016 11:53:00 AM,0
FYV,5/30/2016 12:53:00 PM,0
FYV,5/30/2016 1:53:00 PM,0
FYV,5/30/2016 2:53:00 PM,0
FYV,5/30/2016 3:53:00 PM,0
FYV,5/30/2016 4:53:00 PM,3.45
FYV,5/30/2016 5:53:00 PM,3.45
FYV,5/30/2016 6:53:00 PM,5.75
FYV,5/30/2016 7:53:00 PM,0
FYV,5/30/2016 8:53:00 PM,4.6
FYV,5/30/2016 9:53:00 PM,0
FYV,5/30/2016 10:53:00 PM,3.45
FYV,5/30/2016 11:53:00 PM,0
FYV,5/31/2016 12:53:00 AM,0
FYV,5/31/2016 1:53:00 AM,3.45
FYV,5/31/2016 2:53:00 AM,0
FYV,5/31/2016 3:53:00 AM,0
FYV,5/31/2016 4:53:00 AM,0
FYV,5/31/2016 5:53:00 AM,0
FYV,5/31/2016 6:53:00 AM,0
FYV,5/31/2016 7:53:00 AM,0
FYV,5/31/2016 8:53:00 AM,0
FYV,5/31/2016 9:53:00 AM,0
FYV,5/31/2016 10:53:00 AM,0
FYV,5/31/2016 11:53:00 AM,0
FYV,5/31/2016 12:53:00 PM,0
FYV,5/31/2016 1:53:00 PM,4.6
FYV,5/31/2016 2:53:00 PM,8.05
FYV,5/31/2016 3:53:00 PM,4.6
FYV,5/31/2016 4:53:00 PM,5.75
FYV,5/31/2016 5:53:00 PM,4.6
FYV,5/31/2016 6:53:00 PM,6.9
FYV,5/31/2016 7:53:00 PM,6.9
FYV,5/31/2016 8:53:00 PM,4.6
FYV,5/31/2016 9:53:00 PM,5.75
FYV,5/31/2016 10:53:00 PM,3.45
FYV,5/31/2016 11:53:00 PM,5.75
FYV,6/1/2016 12:53:00 AM,3.45
FYV,6/1/2016 1:53:00 AM,0
FYV,6/1/2016 2:53:00 AM,0
FYV,6/1/2016 3:53:00 AM,0
FYV,6/1/2016 4:53:00 AM,0
FYV,6/1/2016 5:53:00 AM,0
FYV,6/1/2016 6:53:00 AM,0
FYV,6/1/2016 7:53:00 AM,3.45
FYV,6/1/2016 8:53:00 AM,0
FYV,6/1/2016 9:53:00 AM,5.75
FYV,6/1/2016 10:53:00 AM,3.45
FYV,6/1/2016 11:53:00 AM,0
FYV,6/1/2016 12:53:00 PM,0
FYV,6/1/2016 1:53:00 PM,0
FYV,6/1/2016 2:53:00 PM,0
FYV,6/1/2016 3:53:00 PM,5.75
FYV,6/1/2016 4:53:00 PM,6.9
FYV,6/1/2016 5:53:00 PM,6.9
FYV,6/1/2016 6:53:00 PM,0
FYV,6/1/2016 7:53:00 PM,3.45
FYV,6/1/2016 8:53:00 PM,10.35
FYV,6/1/2016 9:53:00 PM,4.6
FYV,6/1/2016 10:53:00 PM,3.45
FYV,6/1/2016 11:53:00 PM,0
FYV,6/2/2016 12:53:00 AM,0
FYV,6/2/2016 1:53:00 AM,4.6
FYV,6/2/2016 2:53:00 AM,0
FYV,6/2/2016 3:53:00 AM,0
FYV,6/2/2016 4:53:00 AM,0
FYV,6/2/2016 5:53:00 AM,0
FYV,6/2/2016 6:53:00 AM,0
FYV,6/2/2016 7:53:00 AM,4.6
FYV,6/2/2016 8:53:00 AM,0
FYV,6/2/2016 9:53:00 AM,0
FYV,6/2/2016 10:53:00 AM,0
FYV,6/2/2016 11:53:00 AM,0
FYV,6/2/2016 12:53:00 PM,0
FYV,6/2/2016 1:53:00 PM,3.45
FYV,6/2/2016 2:53:00 PM,6.9
FYV,6/2/2016 3:53:00 PM,4.6
FYV,6/2/2016 4:53:00 PM,6.9
FYV,6/2/2016 5:53:00 PM,5.75
FYV,6/2/2016 6:53:00 PM,5.75
FYV,6/2/2016 7:53:00 PM,3.45
FYV,6/2/2016 8:53:00 PM,6.9
FYV,6/2/2016 9:53:00 PM,5.75
FYV,6/2/2016 10:53:00 PM,3.45
FYV,6/2/2016 11:53:00 PM,0
FYV,6/3/2016 12:53:00 AM,6.9
FYV,6/3/2016 1:53:00 AM,0
FYV,6/3/2016 2:53:00 AM,3.45
FYV,6/3/2016 3:53:00 AM,0
FYV,6/3/2016 4:53:00 AM,3.45
FYV,6/3/2016 5:53:00 AM,0
FYV,6/3/2016 6:53:00 AM,0
FYV,6/3/2016 7:53:00 AM,0
FYV,6/3/2016 8:53:00 AM,0
FYV,6/3/2016 9:53:00 AM,0
FYV,6/3/2016 10:53:00 AM,0
FYV,6/3/2016 11:53:00 AM,0
FYV,6/3/2016 12:53:00 PM,0
FYV,6/3/2016 1:53:00 PM,4.6
FYV,6/3/2016 2:53:00 PM,5.75
FYV,6/3/2016 3:53:00 PM,6.9
FYV,6/3/2016 4:53:00 PM,9.2
FYV,6/3/2016 5:53:00 PM,6.9
FYV,6/3/2016 6:53:00 PM,6.9
FYV,6/3/2016 7:53:00 PM,5.75
FYV,6/3/2016 8:53:00 PM,5.75
FYV,6/3/2016 9:53:00 PM,4.6
FYV,6/3/2016 10:53:00 PM,4.6
FYV,6/3/2016 11:53:00 PM,5.75
FYV,6/4/2016 12:53:00 AM,0
FYV,6/4/2016 1:53:00 AM,0
FYV,6/4/2016 2:53:00 AM,0
FYV,6/4/2016 3:53:00 AM,0
FYV,6/4/2016 4:53:00 AM,0
FYV,6/4/2016 5:53:00 AM,0
FYV,6/4/2016 6:53:00 AM,0
FYV,6/4/2016 7:53:00 AM,4.6
FYV,6/4/2016 8:53:00 AM,4.6
FYV,6/4/2016 9:53:00 AM,4.6
FYV,6/4/2016 10:53:00 AM,4.6
FYV,6/4/2016 11:53:00 AM,4.6
FYV,6/4/2016 12:53:00 PM,6.9
FYV,6/4/2016 1:53:00 PM,4.6
FYV,6/4/2016 2:53:00 PM,4.6
FYV,6/4/2016 3:53:00 PM,12.65
FYV,6/4/2016 4:53:00 PM,11.5
FYV,6/4/2016 5:53:00 PM,4.6
FYV,6/4/2016 6:53:00 PM,5.75
FYV,6/4/2016 7:53:00 PM,8.05
FYV,6/4/2016 8:53:00 PM,3.45
FYV,6/4/2016 9:53:00 PM,8.05
FYV,6/4/2016 10:53:00 PM,6.9
FYV,6/4/2016 11:53:00 PM,4.6
FYV,6/5/2016 12:53:00 AM,3.45
FYV,6/5/2016 1:53:00 AM,0
FYV,6/5/2016 2:53:00 AM,4.6
FYV,6/5/2016 3:53:00 AM,0
FYV,6/5/2016 4:53:00 AM,3.45
FYV,6/5/2016 5:53:00 AM,4.6
FYV,6/5/2016 6:53:00 AM,4.6
FYV,6/5/2016 7:53:00 AM,4.6
FYV,6/5/2016 8:53:00 AM,3.45
FYV,6/5/2016 9:53:00 AM,4.6
FYV,6/5/2016 10:53:00 AM,0
FYV,6/5/2016 11:53:00 AM,0
FYV,6/5/2016 12:53:00 PM,3.45
FYV,6/5/2016 1:53:00 PM,0
FYV,6/5/2016 2:53:00 PM,5.75
FYV,6/5/2016 3:53:00 PM,5.75
FYV,6/5/2016 4:53:00 PM,6.9
FYV,6/5/2016 5:53:00 PM,5.75
FYV,6/5/2016 6:53:00 PM,10.35
FYV,6/5/2016 7:53:00 PM,3.45
FYV,6/5/2016 8:53:00 PM,11.5
FYV,6/5/2016 9:53:00 PM,6.9
FYV,6/5/2016 10:53:00 PM,10.35
FYV,6/5/2016 11:53:00 PM,0
FYV,6/6/2016 12:53:00 AM,0
FYV,6/6/2016 1:53:00 AM,0
FYV,6/6/2016 2:53:00 AM,0
FYV,6/6/2016 3:53:00 AM,0
FYV,6/6/2016 4:53:00 AM,3.45
FYV,6/6/2016 5:53:00 AM,0
FYV,6/6/2016 6:53:00 AM,0
FYV,6/6/2016 7:53:00 AM,3.45
FYV,6/6/2016 8:53:00 AM,0
FYV,6/6/2016 9:53:00 AM,0
FYV,6/6/2016 10:53:00 AM,0
FYV,6/6/2016 11:53:00 AM,0
FYV,6/6/2016 12:53:00 PM,3.45
FYV,6/6/2016 1:53:00 PM,0
FYV,6/6/2016 2:53:00 PM,0
FYV,6/6/2016 3:53:00 PM,4.6
FYV,6/6/2016 4:53:00 PM,5.75
FYV,6/6/2016 5:53:00 PM,0
FYV,6/6/2016 6:53:00 PM,4.6
FYV,6/6/2016 7:53:00 PM,3.45
FYV,6/6/2016 8:53:00 PM,4.6
FYV,6/6/2016 9:53:00 PM,4.6
FYV,6/6/2016 10:53:00 PM,4.6
FYV,6/6/2016 11:53:00 PM,4.6
FYV,6/7/2016 12:53:00 AM,0
FYV,6/7/2016 1:53:00 AM,3.45
FYV,6/7/2016 2:53:00 AM,4.6
FYV,6/7/2016 3:53:00 AM,5.75
FYV,6/7/2016 4:53:00 AM,4.6
FYV,6/7/2016 5:53:00 AM,4.6
FYV,6/7/2016 6:53:00 AM,3.45
FYV,6/7/2016 7:53:00 AM,4.6
FYV,6/7/2016 8:53:00 AM,4.6
FYV,6/7/2016 9:53:00 AM,3.45
FYV,6/7/2016 10:53:00 AM,0
FYV,6/7/2016 11:53:00 AM,0
FYV,6/7/2016 12:53:00 PM,4.6
FYV,6/7/2016 1:53:00 PM,3.45
FYV,6/7/2016 2:53:00 PM,5.75
FYV,6/7/2016 3:53:00 PM,0
FYV,6/7/2016 4:53:00 PM,4.6
FYV,6/7/2016 5:53:00 PM,3.45
FYV,6/7/2016 6:53:00 PM,4.6
FYV,6/7/2016 7:53:00 PM,6.9
FYV,6/7/2016 8:53:00 PM,M
FYV,6/7/2016 9:53:00 PM,8.05
FYV,6/7/2016 10:53:00 PM,0
FYV,6/7/2016 11:53:00 PM,3.45
FYV,6/8/2016 12:53:00 AM,0
FYV,6/8/2016 1:53:00 AM,0
FYV,6/8/2016 2:53:00 AM,0
FYV,6/8/2016 3:53:00 AM,0
FYV,6/8/2016 4:53:00 AM,0
FYV,6/8/2016 5:53:00 AM,0
FYV,6/8/2016 6:53:00 AM,0
FYV,6/8/2016 7:53:00 AM,0
FYV,6/8/2016 8:53:00 AM,0
FYV,6/8/2016 9:53:00 AM,0
FYV,6/8/2016 10:53:00 AM,0
FYV,6/8/2016 11:53:00 AM,0
FYV,6/8/2016 12:53:00 PM,0
FYV,6/8/2016 1:53:00 PM,0
FYV,6/8/2016 2:53:00 PM,0
FYV,6/8/2016 3:53:00 PM,4.6
FYV,6/8/2016 4:53:00 PM,4.6
FYV,6/8/2016 5:53:00 PM,3.45
FYV,6/8/2016 6:53:00 PM,5.75
FYV,6/8/2016 7:53:00 PM,8.05
FYV,6/8/2016 8:53:00 PM,11.5
FYV,6/8/2016 9:53:00 PM,8.05
FYV,6/8/2016 10:53:00 PM,9.2
FYV,6/8/2016 11:53:00 PM,8.05
FYV,6/9/2016 12:53:00 AM,4.6
FYV,6/9/2016 1:53:00 AM,0
FYV,6/9/2016 2:53:00 AM,0
FYV,6/9/2016 3:53:00 AM,0
FYV,6/9/2016 4:53:00 AM,0
FYV,6/9/2016 5:53:00 AM,0
FYV,6/9/2016 6:53:00 AM,0
FYV,6/9/2016 7:53:00 AM,0
FYV,6/9/2016 8:53:00 AM,0
FYV,6/9/2016 9:53:00 AM,0
FYV,6/9/2016 10:53:00 AM,3.45
FYV,6/9/2016 11:53:00 AM,3.45
FYV,6/9/2016 12:53:00 PM,0
FYV,6/9/2016 1:53:00 PM,16.1
FYV,6/9/2016 2:53:00 PM,12.65
FYV,6/9/2016 3:53:00 PM,13.8
FYV,6/9/2016 4:53:00 PM,11.5
FYV,6/9/2016 5:53:00 PM,9.2
FYV,6/9/2016 6:53:00 PM,8.05
FYV,6/9/2016 7:53:00 PM,8.05
FYV,6/9/2016 8:53:00 PM,11.5
FYV,6/9/2016 9:53:00 PM,10.35
FYV,6/9/2016 10:53:00 PM,8.05
FYV,6/9/2016 11:53:00 PM,5.75
FYV,6/10/2016 12:53:00 AM,4.6
FYV,6/10/2016 1:53:00 AM,3.45
